HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L0.5_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../../Corotating_planet_grid/M1.0_fcore0.3_S4.0c/M1.0_fcore0.3_S4.0c_AM0.0/Output/M1.0_fcore0.3_S4.0c_L0_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.89596e+11	6.59137e+06	0.000201108	0	-2.61285e-16
	 	 	2	0.0304482	4.01831e+11	6.5175e+06	0.000210774	0	6.53213e-16
	 	 	3	0.000628437	4.02084e+11	6.48917e+06	0.000215491	0	9.14499e-16
	 	 	4	0.00587572	3.99735e+11	6.4778e+06	0.000217672	0	-5.22571e-16
	 	 	5	0.00504509	3.97728e+11	6.47253e+06	0.000218739	0	1.69835e-15
	 	 	6	0.00314268	3.96482e+11	6.46974e+06	0.000219302	0	-9.14499e-16
	 	 	7	0.0017571	3.95787e+11	6.46817e+06	0.000219614	0	-6.53213e-16
	 	 	8	0.000961738	3.95407e+11	6.4673e+06	0.000219788	0	1.56771e-15
	 	 	9	0.000527305	3.95198e+11	6.46681e+06	0.000219885	0	-1.30643e-16
	 	 	10	0.000290642	3.95083e+11	6.46653e+06	0.000219938	0	3.91928e-16
	 	 	11	0.000160648	3.9502e+11	6.46638e+06	0.000219968	0	0
	 	 	12	8.89175e-05	3.94985e+11	6.4663e+06	0.000219985	0	-6.53213e-16
	 	 	13	4.92453e-05	3.94965e+11	6.46625e+06	0.000219994	0	-7.83856e-16
	 	 	14	2.72805e-05	3.94955e+11	6.46623e+06	0.000219999	0	-1.30643e-15
	 	 	15	1.51142e-05	3.94949e+11	6.46621e+06	0.000220002	0	3.91928e-16
	 	 	16	8.37407e-06	3.94945e+11	6.46621e+06	0.000220003	0	-6.53213e-16
	 	 	17	4.63981e-06	3.94943e+11	6.4662e+06	0.000220004	0	6.53213e-16
	 	 	18	2.5708e-06	3.94942e+11	6.4662e+06	0.000220005	0	7.83856e-16
	 	 	19	1.42443e-06	3.94942e+11	6.4662e+06	0.000220005	0	9.14499e-16
	 	 	20	7.89253e-07	3.94942e+11	6.4662e+06	0.000220005	0	1.69835e-15
	 	 	21	4.37312e-07	3.94941e+11	6.4662e+06	0.000220005	0	7.83856e-16
	 	 	22	2.42308e-07	3.94941e+11	6.4662e+06	0.000220005	0	-1.30643e-15
	 	 	23	1.34259e-07	3.94941e+11	6.4662e+06	0.000220005	0	-2.48221e-15
	 	 	24	7.43911e-08	3.94941e+11	6.4662e+06	0.000220005	0	-1.43707e-15
	 	 	25	4.12191e-08	3.94941e+11	6.4662e+06	0.000220005	0	1.829e-15
	 	 	26	2.28388e-08	3.94941e+11	6.4662e+06	0.000220005	0	2.35157e-15
	 	 	27	1.26547e-08	3.94941e+11	6.4662e+06	0.000220005	0	2.35157e-15
	 	 	28	7.01195e-09	3.94941e+11	6.4662e+06	0.000220005	0	6.53213e-16
	 1	0.0155707	6.4662e+06	1	0.000284972	0.000284972	0.000220005	4.59928e-09	6.53213e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.93074e+11	6.5032e+06	0.000217624	0	-2.61285e-16
	 	 	2	0.00580418	3.95369e+11	6.49988e+06	0.000217881	0	5.22571e-16
	 	 	3	0.0020715	3.9619e+11	6.49918e+06	0.000217944	0	7.83856e-16
	 	 	4	0.000634481	3.96441e+11	6.49903e+06	0.000217958	0	2.35157e-15
	 	 	5	0.000173974	3.9651e+11	6.499e+06	0.000217961	0	-2.61285e-16
	 	 	6	4.45461e-05	3.96528e+11	6.49899e+06	0.000217962	0	-9.14499e-16
	 	 	7	1.09314e-05	3.96532e+11	6.49899e+06	0.000217962	0	7.83856e-16
	 	 	8	2.61457e-06	3.96533e+11	6.49899e+06	0.000217962	0	2.09028e-15
	 	 	9	6.15958e-07	3.96533e+11	6.49899e+06	0.000217963	0	1.04514e-15
	 	 	10	1.43844e-07	3.96533e+11	6.49899e+06	0.000217963	0	9.14499e-16
	 	 	11	3.34233e-08	3.96533e+11	6.49899e+06	0.000217963	0	1.04514e-15
	 	 	12	7.74401e-09	3.96533e+11	6.49899e+06	0.000217963	0	-9.14499e-16
	 2	0.00151768	6.49899e+06	0.98361	0.180311	0.183315	0.000217963	-3.59574e-16	-9.14499e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
