HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L2.8_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../Earth_correct_params_S3.20c/Earth_correct_params_S3.20c_AM2.1/Output/Earth_correct_params_S3.20c_L2.1_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.17287e+11	7.65143e+06	0.000896466	0	3.35938e-15
	 	 	2	0.235251	2.5686e+11	7.8334e+06	0.00084784	0	2.05296e-15
	 	 	3	0.0584586	2.42674e+11	7.85081e+06	0.000841157	0	-1.86632e-16
	 	 	4	0.0165788	2.38716e+11	7.8515e+06	0.000840419	0	5.59897e-16
	 	 	5	0.00445099	2.37658e+11	7.85131e+06	0.000840357	0	-2.79949e-15
	 	 	6	0.00106927	2.37405e+11	7.85125e+06	0.000840355	0	-1.86632e-16
	 	 	7	0.000231267	2.3735e+11	7.85123e+06	0.000840355	0	3.73265e-16
	 	 	8	4.58548e-05	2.37339e+11	7.85123e+06	0.000840355	0	-7.4653e-16
	 	 	9	8.48317e-06	2.37337e+11	7.85123e+06	0.000840355	0	-3.73265e-16
	 	 	10	1.48661e-06	2.37336e+11	7.85123e+06	0.000840355	0	1.11979e-15
	 	 	11	2.49609e-07	2.37336e+11	7.85123e+06	0.000840355	0	1.30643e-15
	 	 	12	4.04834e-08	2.37336e+11	7.85123e+06	0.000840355	0	-3.73265e-16
	 	 	13	6.37744e-09	2.37336e+11	7.85123e+06	0.000840355	0	1.11979e-15
	 1	0.0254506	7.85123e+06	0.659207	0.751962	1.14071	0.000840355	-1.79787e-16	1.11979e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.14766e+11	8.38558e+06	0.000812418	0	-1.86632e-16
	 	 	2	0.0426112	2.24325e+11	8.46615e+06	0.000772386	0	3.73265e-16
	 	 	3	0.0706117	2.41368e+11	8.46415e+06	0.000761509	0	-4.47918e-15
	 	 	4	0.0495481	2.53951e+11	8.45362e+06	0.000759543	0	9.33162e-16
	 	 	5	0.0266565	2.60906e+11	8.44848e+06	0.000758888	0	-3.73265e-16
	 	 	6	0.0137769	2.6455e+11	8.44623e+06	0.000758522	0	-7.4653e-16
	 	 	7	0.00710845	2.66444e+11	8.44549e+06	0.00075822	0	-2.98612e-15
	 	 	8	0.00355767	2.67396e+11	8.4473e+06	0.000757098	0	0
	 	 	9	0.00300892	2.68203e+11	8.44485e+06	0.0007577	0	0
	 	 	10	0.000950839	2.68458e+11	8.44437e+06	0.000757865	0	-1.11979e-15
	 	 	11	0.000329566	2.68546e+11	8.44435e+06	0.000757885	0	9.33162e-16
	 	 	12	0.00010085	2.68573e+11	8.44436e+06	0.000757887	0	2.98612e-15
	 	 	13	2.58772e-05	2.6858e+11	8.44436e+06	0.000757886	0	-2.61285e-15
	 	 	14	5.62662e-06	2.68582e+11	8.44436e+06	0.000757886	0	7.4653e-16
	 	 	15	1.06211e-06	2.68582e+11	8.44436e+06	0.000757886	0	0
	 	 	16	1.76549e-07	2.68582e+11	8.44436e+06	0.000757886	0	5.59897e-16
	 	 	17	2.56729e-08	2.68582e+11	8.44436e+06	0.000757886	0	-2.98612e-15
	 	 	18	3.12376e-09	2.68582e+11	8.44436e+06	0.000757886	0	7.4653e-16
	 2	0.0334711	8.44436e+06	0.543833	0.839194	1.54311	0.000757886	3.59574e-16	7.4653e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.61594e+11	8.56749e+06	0.000742953	0	-2.05296e-15
	 	 	2	0.024694	2.68218e+11	8.55994e+06	0.000742386	0	-5.59897e-16
	 	 	3	0.01237	2.71577e+11	8.5553e+06	0.000742881	0	1.67969e-15
	 	 	4	0.00557008	2.73098e+11	8.55625e+06	0.000742049	0	-1.67969e-15
	 	 	5	0.00353054	2.74066e+11	8.55351e+06	0.000742736	0	1.11979e-15
	 	 	6	0.00113787	2.74378e+11	8.55327e+06	0.000742831	0	7.4653e-16
	 	 	7	0.000338742	2.74471e+11	8.55327e+06	0.000742842	0	-9.33162e-16
	 	 	8	8.79342e-05	2.74495e+11	8.55328e+06	0.000742842	0	0
	 	 	9	1.97729e-05	2.74501e+11	8.55328e+06	0.000742842	0	2.42622e-15
	 	 	10	3.91151e-06	2.74502e+11	8.55328e+06	0.000742842	0	1.86632e-16
	 	 	11	6.86204e-07	2.74502e+11	8.55328e+06	0.000742842	0	-9.33162e-16
	 	 	12	1.0599e-07	2.74502e+11	8.55328e+06	0.000742842	0	3.73265e-16
	 	 	13	1.39146e-08	2.74502e+11	8.55328e+06	0.000742842	0	-1.67969e-15
	 	 	14	1.37414e-09	2.74502e+11	8.55328e+06	0.000742842	0	-7.4653e-16
	 3	0.00754017	8.55328e+06	0.526859	0.849953	1.61325	0.000742842	3.59574e-16	-7.4653e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.72221e+11	8.58105e+06	0.000737542	0	-3.73265e-16
	 	 	2	0.00940997	2.74807e+11	8.57362e+06	0.000739143	0	2.05296e-15
	 	 	3	0.00257662	2.75517e+11	8.57275e+06	0.00073941	0	-5.59897e-16
	 	 	4	0.000719347	2.75715e+11	8.5727e+06	0.000739445	0	3.73265e-16
	 	 	5	0.000189235	2.75767e+11	8.57271e+06	0.000739448	0	-7.4653e-16
	 	 	6	4.45322e-05	2.7578e+11	8.57271e+06	0.000739448	0	-1.86632e-15
	 	 	7	9.29536e-06	2.75782e+11	8.57271e+06	0.000739447	0	-7.4653e-16
	 	 	8	1.72346e-06	2.75783e+11	8.57271e+06	0.000739447	0	3.73265e-16
	 	 	9	2.82542e-07	2.75783e+11	8.57271e+06	0.000739447	0	-1.30643e-15
	 	 	10	4.00152e-08	2.75783e+11	8.57271e+06	0.000739447	0	3.73265e-15
	 	 	11	4.53658e-09	2.75783e+11	8.57271e+06	0.000739447	0	1.86632e-16
	 4	0.00172738	8.57271e+06	0.523486	0.852034	1.62761	0.000739447	7.19148e-16	1.86632e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.75022e+11	8.57655e+06	0.00073829	0	-9.33162e-16
	 	 	2	0.00275236	2.75781e+11	8.57476e+06	0.000738664	0	5.59897e-16
	 	 	3	0.000670108	2.75966e+11	8.57454e+06	0.00073873	0	-1.30643e-15
	 	 	4	0.000172514	2.76013e+11	8.57453e+06	0.000738739	0	1.11979e-15
	 	 	5	4.41909e-05	2.76025e+11	8.57453e+06	0.00073874	0	0
	 	 	6	1.04205e-05	2.76028e+11	8.57453e+06	0.00073874	0	-2.42622e-15
	 	 	7	2.19729e-06	2.76029e+11	8.57453e+06	0.00073874	0	1.11979e-15
	 	 	8	4.11969e-07	2.76029e+11	8.57453e+06	0.00073874	0	2.23959e-15
	 	 	9	6.82842e-08	2.76029e+11	8.57453e+06	0.00073874	0	0
	 	 	10	9.78827e-09	2.76029e+11	8.57453e+06	0.00073874	0	7.4653e-16
	 5	0.000306452	8.57453e+06	0.522812	0.852448	1.63051	0.00073874	-5.39361e-16	7.4653e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.7576e+11	8.57463e+06	0.000738474	0	9.33162e-16
	 	 	2	0.000862831	2.75998e+11	8.57412e+06	0.000738581	0	-3.73265e-15
	 	 	3	0.000194439	2.76052e+11	8.57406e+06	0.0007386	0	1.11979e-15
	 	 	4	4.75901e-05	2.76065e+11	8.57405e+06	0.000738602	0	0
	 	 	5	1.20695e-05	2.76068e+11	8.57405e+06	0.000738602	0	3.73265e-15
	 	 	6	2.85507e-06	2.76069e+11	8.57405e+06	0.000738602	0	-1.86632e-16
	 	 	7	6.04075e-07	2.76069e+11	8.57405e+06	0.000738602	0	1.30643e-15
	 	 	8	1.13409e-07	2.76069e+11	8.57405e+06	0.000738602	0	2.98612e-15
	 	 	9	1.87869e-08	2.76069e+11	8.57405e+06	0.000738602	0	4.29254e-15
	 	 	10	2.68611e-09	2.76069e+11	8.57405e+06	0.000738602	0	-1.86632e-16
	 6	3.8285e-05	8.57405e+06	0.522674	0.852533	1.6311	0.000738602	-3.59574e-16	-1.86632e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.75969e+11	8.57364e+06	0.000738526	0	9.33162e-16
	 	 	2	0.000294148	2.7605e+11	8.57347e+06	0.000738561	0	-2.23959e-15
	 	 	3	6.18367e-05	2.76067e+11	8.57345e+06	0.000738567	0	0
	 	 	4	1.45273e-05	2.76071e+11	8.57345e+06	0.000738568	0	-2.23959e-15
	 	 	5	3.69481e-06	2.76072e+11	8.57345e+06	0.000738568	0	-1.67969e-15
	 	 	6	8.86359e-07	2.76072e+11	8.57345e+06	0.000738568	0	-1.67969e-15
	 	 	7	1.89708e-07	2.76072e+11	8.57345e+06	0.000738568	0	9.33162e-16
	 	 	8	3.59053e-08	2.76072e+11	8.57345e+06	0.000738568	0	-1.86632e-16
	 	 	9	5.98571e-09	2.76072e+11	8.57345e+06	0.000738568	0	-3.17275e-15
