HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L2.9_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../Earth_correct_params_S3.20c/Earth_correct_params_S3.20c_AM2.1/Output/Earth_correct_params_S3.20c_L2.1_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.17287e+11	7.65143e+06	0.000928482	0	-2.52275e-15
	 	 	2	0.285507	2.46818e+11	7.86599e+06	0.00086954	0	1.98216e-15
	 	 	3	0.0661526	2.31504e+11	7.88295e+06	0.000862389	0	1.62177e-15
	 	 	4	0.0185978	2.27277e+11	7.88307e+06	0.000861717	0	-9.00984e-16
	 	 	5	0.00500694	2.26145e+11	7.88277e+06	0.000861674	0	3.60394e-16
	 	 	6	0.00120973	2.25871e+11	7.88269e+06	0.000861674	0	7.20787e-16
	 	 	7	0.000263749	2.25812e+11	7.88268e+06	0.000861675	0	-2.88315e-15
	 	 	8	5.28442e-05	2.258e+11	7.88267e+06	0.000861676	0	1.80197e-15
	 	 	9	9.94587e-06	2.25798e+11	7.88267e+06	0.000861676	0	5.4059e-16
	 	 	10	1.79061e-06	2.25797e+11	7.88267e+06	0.000861676	0	-1.08118e-15
	 	 	11	3.12569e-07	2.25797e+11	7.88267e+06	0.000861676	0	-1.62177e-15
	 	 	12	5.34122e-08	2.25797e+11	7.88267e+06	0.000861676	0	-1.26138e-15
	 	 	13	8.99378e-09	2.25797e+11	7.88267e+06	0.000861676	0	1.26138e-15
	 1	0.0288883	7.88267e+06	0.659207	0.751962	1.14071	0.000861676	1.79787e-16	1.26138e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
