HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L2.1_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../../Corotating_planet_grid/M1.0_fcore0.3_S4.0c/M1.0_fcore0.3_S4.0c_AM0.0/Output/M1.0_fcore0.3_S4.0c_L0_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.89596e+11	6.59137e+06	0.000844655	0	-1.36864e-15
	 	 	2	0.265079	3.07962e+11	6.67908e+06	0.000842502	0	-1.7419e-15
	 	 	3	0.119806	2.75014e+11	6.71217e+06	0.000837333	0	0
	 	 	4	0.0487524	2.62229e+11	6.71871e+06	0.000837505	0	-9.95373e-16
	 	 	5	0.0211422	2.568e+11	6.7181e+06	0.000839479	0	-1.24422e-16
	 	 	6	0.0108499	2.54044e+11	6.71711e+06	0.0008411	0	-3.35938e-15
	 	 	7	0.00650904	2.52401e+11	6.71672e+06	0.000841989	0	9.95373e-16
	 	 	8	0.00371405	2.51467e+11	6.71641e+06	0.000842551	0	1.61748e-15
	 	 	9	0.00216599	2.50923e+11	6.71625e+06	0.000842876	0	1.11979e-15
	 	 	10	0.00126548	2.50606e+11	6.71616e+06	0.000843061	0	1.61748e-15
	 	 	11	0.000735511	2.50422e+11	6.7161e+06	0.000843169	0	-1.24422e-16
	 	 	12	0.000423943	2.50316e+11	6.71607e+06	0.000843233	0	4.97686e-16
	 	 	13	0.000246086	2.50254e+11	6.71605e+06	0.00084327	0	-3.73265e-16
	 	 	14	0.000143177	2.50218e+11	6.71604e+06	0.000843292	0	-1.24422e-16
	 	 	15	8.32661e-05	2.50198e+11	6.71603e+06	0.000843305	0	8.70951e-16
	 	 	16	4.83859e-05	2.50185e+11	6.71603e+06	0.000843312	0	1.86632e-15
	 	 	17	2.81078e-05	2.50178e+11	6.71603e+06	0.000843316	0	1.36864e-15
	 	 	18	1.63279e-05	2.50174e+11	6.71602e+06	0.000843319	0	1.36864e-15
	 	 	19	9.48558e-06	2.50172e+11	6.71602e+06	0.00084332	0	-9.95373e-16
	 	 	20	5.51154e-06	2.50171e+11	6.71602e+06	0.000843321	0	-1.36864e-15
	 	 	21	3.20224e-06	2.5017e+11	6.71602e+06	0.000843321	0	-2.48843e-16
	 	 	22	1.86018e-06	2.50169e+11	6.71602e+06	0.000843322	0	1.61748e-15
	 	 	23	1.08051e-06	2.50169e+11	6.71602e+06	0.000843322	0	-1.11979e-15
	 	 	24	6.27637e-07	2.50169e+11	6.71602e+06	0.000843322	0	-1.24422e-16
	 	 	25	3.64582e-07	2.50169e+11	6.71602e+06	0.000843322	0	-1.11979e-15
	 	 	26	2.11781e-07	2.50169e+11	6.71602e+06	0.000843322	0	-7.4653e-16
	 	 	27	1.23021e-07	2.50169e+11	6.71602e+06	0.000843322	0	-2.11517e-15
	 	 	28	7.1461e-08	2.50169e+11	6.71602e+06	0.000843322	0	-2.48843e-16
	 	 	29	4.15115e-08	2.50169e+11	6.71602e+06	0.000843322	0	2.11517e-15
	 	 	30	2.41119e-08	2.50169e+11	6.71602e+06	0.000843322	0	2.73727e-15
