HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L1.3_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../../Corotating_planet_grid/M1.0_fcore0.3_S4.0c/M1.0_fcore0.3_S4.0c_AM0.0/Output/M1.0_fcore0.3_S4.0c_L0_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	9	2.66436e-06	3.63132e+11	6.90776e+06	0.000503805	0	4.01977e-16
	 	 	10	8.01312e-07	3.63132e+11	6.90776e+06	0.000503805	0	-2.00989e-15
	 	 	11	2.39616e-07	3.63132e+11	6.90776e+06	0.000503805	0	-1.00494e-15
	 	 	12	7.13906e-08	3.63132e+11	6.90776e+06	0.000503805	0	1.40692e-15
	 	 	13	2.12215e-08	3.63132e+11	6.90776e+06	0.000503805	0	2.21088e-15
	 	 	14	6.29941e-09	3.63132e+11	6.90776e+06	0.000503805	0	1.20593e-15
	 4	0.0021943	6.90776e+06	0.841252	0.540644	0.642666	0.000503805	5.39361e-16	1.20593e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.61432e+11	6.92618e+06	0.000500964	0	8.03955e-16
	 	 	2	0.00554837	3.63449e+11	6.92338e+06	0.00050144	0	-1.20593e-15
	 	 	3	0.0016125	3.64036e+11	6.92271e+06	0.00050157	0	1.20593e-15
	 	 	4	0.000476243	3.64209e+11	6.92259e+06	0.000501598	0	2.00989e-16
	 	 	5	0.000132192	3.64258e+11	6.92256e+06	0.000501603	0	3.01483e-15
	 	 	6	3.3998e-05	3.6427e+11	6.92256e+06	0.000501605	0	-4.01977e-16
	 	 	7	8.19559e-06	3.64273e+11	6.92256e+06	0.000501605	0	2.81384e-15
	 	 	8	1.88716e-06	3.64274e+11	6.92256e+06	0.000501605	0	-1.20593e-15
	 	 	9	4.2161e-07	3.64274e+11	6.92256e+06	0.000501605	0	-2.00989e-16
	 	 	10	9.2354e-08	3.64274e+11	6.92256e+06	0.000501605	0	2.41186e-15
	 	 	11	1.99684e-08	3.64274e+11	6.92256e+06	0.000501605	0	2.00989e-16
	 	 	12	4.27979e-09	3.64274e+11	6.92256e+06	0.000501605	0	0
	 5	0.000930269	6.92256e+06	0.835644	0.549271	0.657303	0.000501605	0	0
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.63501e+11	6.93007e+06	0.000500423	0	-4.01977e-16
	 	 	2	0.00250585	3.64414e+11	6.92897e+06	0.000500609	0	-1.20593e-15
	 	 	3	0.000695322	3.64667e+11	6.92876e+06	0.000500652	0	-1.40692e-15
	 	 	4	0.000189001	3.64736e+11	6.92871e+06	0.000500662	0	2.00989e-15
	 	 	5	4.94367e-05	3.64754e+11	6.9287e+06	0.000500664	0	2.00989e-16
	 	 	6	1.22739e-05	3.64759e+11	6.9287e+06	0.000500664	0	-5.22571e-15
	 	 	7	2.90626e-06	3.6476e+11	6.9287e+06	0.000500664	0	6.02966e-16
