HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L3.325_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../Earth_correct_params_S3.20c/Earth_correct_params_S3.20c_AM3.3/Output/Earth_correct_params_S3.20c_L3.3_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
	 	 	5	0.00169371	2.52838e+11	9.87701e+06	0.000744826	1	-1.57164e-16
	 	 	6	0.000484827	2.52961e+11	9.87711e+06	0.00074483	1	-9.42985e-16
	 	 	7	0.000131272	2.52994e+11	9.87715e+06	0.000744827	1	-2.35746e-15
	 	 	8	3.1014e-05	2.53002e+11	9.87716e+06	0.000744826	1	2.82895e-15
	 	 	9	6.25627e-06	2.53003e+11	9.87716e+06	0.000744825	1	1.25731e-15
	 	 	10	1.07822e-06	2.53004e+11	9.87716e+06	0.000744825	1	-1.41448e-15
	 	 	11	1.59487e-07	2.53004e+11	9.87716e+06	0.000744825	1	2.2003e-15
	 	 	12	2.03577e-08	2.53004e+11	9.87716e+06	0.000744825	1	6.28656e-16
	 	 	13	2.28127e-09	2.53004e+11	9.87716e+06	0.000744825	1	-1.57164e-15
	 3	0.000591867	9.87716e+06	0.423917	0.905701	2.1365	0.000744825	0	-1.57164e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.52795e+11	9.89473e+06	0.000750807	1	-1.57164e-16
	 	 	2	0.00874859	2.50603e+11	9.91568e+06	0.000745747	2	-7.85821e-16
	 	 	3	0.00218713	2.51152e+11	9.91959e+06	0.000743151	1	-1.88597e-15
	 	 	4	0.00565033	2.52579e+11	9.91209e+06	0.00074446	1	4.71492e-16
	 	 	5	0.00150852	2.52961e+11	9.91164e+06	0.000744627	1	7.85821e-16
	 	 	6	0.000432042	2.5307e+11	9.91174e+06	0.00074463	1	-2.04313e-15
	 	 	7	0.000116954	2.531e+11	9.91178e+06	0.000744627	1	-1.88597e-15
	 	 	8	2.75705e-05	2.53107e+11	9.91179e+06	0.000744626	1	-1.41448e-15
	 	 	9	5.53611e-06	2.53108e+11	9.91179e+06	0.000744626	1	1.10015e-15
	 	 	10	9.4696e-07	2.53108e+11	9.91179e+06	0.000744626	1	1.57164e-16
	 	 	11	1.38513e-07	2.53108e+11	9.91179e+06	0.000744626	1	1.25731e-15
	 	 	12	1.74123e-08	2.53108e+11	9.91179e+06	0.000744626	1	3.14328e-16
	 	 	13	1.91853e-09	2.53108e+11	9.91179e+06	0.000744626	1	1.57164e-16
	 4	0.000480576	9.91179e+06	0.422434	0.906394	2.14565	0.000744626	0	1.57164e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.52918e+11	9.92805e+06	0.000750086	2	6.28656e-16
	 	 	2	0.00796503	2.50919e+11	9.94709e+06	0.000745433	2	1.41448e-15
	 	 	3	0.00205134	2.51435e+11	9.95055e+06	0.000743104	2	1.57164e-15
	 	 	4	0.00510735	2.52726e+11	9.94385e+06	0.000744282	2	2.04313e-15
	 	 	5	0.00136322	2.53071e+11	9.94346e+06	0.000744432	2	0
	 	 	6	0.000390835	2.5317e+11	9.94355e+06	0.000744435	2	3.14328e-16
	 	 	7	0.000105663	2.53197e+11	9.94358e+06	0.000744432	2	-2.2003e-15
	 	 	8	2.48735e-05	2.53203e+11	9.94358e+06	0.000744431	2	-2.51463e-15
	 	 	9	4.99567e-06	2.53204e+11	9.94359e+06	0.000744431	2	1.10015e-15
	 	 	10	8.57036e-07	2.53204e+11	9.94359e+06	0.000744431	2	6.28656e-16
	 	 	11	1.26193e-07	2.53204e+11	9.94359e+06	0.000744431	2	1.41448e-15
	 	 	12	1.60402e-08	2.53204e+11	9.94359e+06	0.000744431	2	9.42985e-16
	 	 	13	1.79252e-09	2.53204e+11	9.94359e+06	0.000744431	2	6.28656e-16
	 5	0.000445121	9.94359e+06	0.42107	0.907028	2.1541	0.000744431	-3.59574e-16	6.28656e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53038e+11	9.9587e+06	0.000749594	2	-1.10015e-15
	 	 	2	0.0075077	2.51152e+11	9.97659e+06	0.000745247	3	-1.72881e-15
	 	 	3	0.00185355	2.51619e+11	9.97989e+06	0.000743096	2	1.72881e-15
	 	 	4	0.00474108	2.52817e+11	9.9735e+06	0.000744199	2	-2.51463e-15
	 	 	5	0.00126532	2.53138e+11	9.97311e+06	0.000744342	2	4.71492e-16
	 	 	6	0.000362446	2.53229e+11	9.97319e+06	0.000744345	2	-2.67179e-15
	 	 	7	9.82231e-05	2.53254e+11	9.97322e+06	0.000744342	2	2.35746e-15
	 	 	8	2.31977e-05	2.5326e+11	9.97323e+06	0.000744341	2	-1.88597e-15
	 	 	9	4.66983e-06	2.53261e+11	9.97323e+06	0.000744341	2	-9.42985e-16
	 	 	10	8.01486e-07	2.53261e+11	9.97323e+06	0.000744341	2	-1.10015e-15
	 	 	11	1.17775e-07	2.53262e+11	9.97323e+06	0.000744341	2	1.57164e-16
	 	 	12	1.48981e-08	2.53262e+11	9.97323e+06	0.000744341	2	4.71492e-16
	 	 	13	1.65415e-09	2.53262e+11	9.97323e+06	0.000744341	2	2.2003e-15
	 6	0.000366607	9.97323e+06	0.419827	0.907604	2.16185	0.000744341	3.59574e-16	2.2003e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53089e+11	9.98748e+06	0.000748971	2	9.42985e-16
	 	 	2	0.00679102	2.51382e+11	1.00039e+07	0.000745018	3	1.25731e-15
	 	 	3	0.00175037	2.51822e+11	1.00067e+07	0.000743026	3	-1.72881e-15
	 	 	4	0.0043645	2.52926e+11	1.0001e+07	0.000744044	2	-7.85821e-16
	 	 	5	0.00116771	2.53222e+11	1.00006e+07	0.000744175	2	-6.28656e-16
	 	 	6	0.000335271	2.53307e+11	1.00007e+07	0.000744179	2	-1.41448e-15
	 	 	7	9.0556e-05	2.5333e+11	1.00007e+07	0.000744176	2	1.25731e-15
	 	 	8	2.13978e-05	2.53335e+11	1.00007e+07	0.000744176	2	0
	 	 	9	4.32668e-06	2.53336e+11	1.00007e+07	0.000744175	2	-1.57164e-15
	 	 	10	7.48113e-07	2.53336e+11	1.00007e+07	0.000744175	2	-1.10015e-15
	 	 	11	1.1105e-07	2.53336e+11	1.00007e+07	0.000744175	2	-1.88597e-15
	 	 	12	1.42404e-08	2.53336e+11	1.00007e+07	0.000744175	2	-1.57164e-15
	 	 	13	1.61146e-09	2.53336e+11	1.00007e+07	0.000744175	2	1.25731e-15
	 7	0.000374553	1.00007e+07	0.418648	0.908149	2.16924	0.000744175	-1.79787e-16	1.25731e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53182e+11	1.00141e+07	0.000748569	3	-2.98612e-15
	 	 	2	0.00634636	2.51585e+11	1.00293e+07	0.000744857	3	1.57164e-15
	 	 	3	0.00164095	2.51998e+11	1.00318e+07	0.000743057	3	-1.57164e-15
	 	 	4	0.00399529	2.53009e+11	1.00265e+07	0.000743982	3	1.41448e-15
	 	 	5	0.00106541	2.53279e+11	1.00262e+07	0.000744099	3	1.72881e-15
	 	 	6	0.000305402	2.53356e+11	1.00263e+07	0.000744101	3	3.14328e-16
	 	 	7	8.25643e-05	2.53377e+11	1.00263e+07	0.000744099	3	-7.85821e-16
	 	 	8	1.94303e-05	2.53382e+11	1.00263e+07	0.000744098	3	1.41448e-15
	 	 	9	3.89954e-06	2.53383e+11	1.00263e+07	0.000744098	3	-1.88597e-15
	 	 	10	6.68099e-07	2.53383e+11	1.00263e+07	0.000744098	3	4.71492e-16
	 	 	11	9.81767e-08	2.53383e+11	1.00263e+07	0.000744098	3	0
	 	 	12	1.24475e-08	2.53383e+11	1.00263e+07	0.000744098	3	1.41448e-15
	 	 	13	1.38833e-09	2.53383e+11	1.00263e+07	0.000744098	3	-6.28656e-16
	 8	0.000314292	1.00263e+07	0.417575	0.908642	2.176	0.000744098	3.59574e-16	-6.28656e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53231e+11	1.0039e+07	0.00074817	3	-6.28656e-16
	 	 	2	0.00588818	2.51749e+11	1.00532e+07	0.000744692	4	7.85821e-16
	 	 	3	0.00153053	2.52135e+11	1.00557e+07	0.00074304	3	1.57164e-16
	 	 	4	0.0037276	2.53078e+11	1.00506e+07	0.000743908	3	0
	 	 	5	0.000995745	2.53331e+11	1.00503e+07	0.000744022	3	-2.2003e-15
	 	 	6	0.000284884	2.53403e+11	1.00503e+07	0.000744024	3	-1.57164e-16
	 	 	7	7.71914e-05	2.53422e+11	1.00503e+07	0.000744022	3	-1.57164e-15
	 	 	8	1.82427e-05	2.53427e+11	1.00504e+07	0.000744021	3	-1.72881e-15
	 	 	9	3.67585e-06	2.53428e+11	1.00504e+07	0.000744021	3	-6.28656e-16
	 	 	10	6.31503e-07	2.53428e+11	1.00504e+07	0.000744021	3	-7.85821e-16
	 	 	11	9.28857e-08	2.53428e+11	1.00504e+07	0.000744021	3	-2.04313e-15
	 	 	12	1.17626e-08	2.53428e+11	1.00504e+07	0.000744021	3	-4.71492e-16
	 	 	13	1.30832e-09	2.53428e+11	1.00504e+07	0.000744021	3	-9.42985e-16
	 9	0.000290989	1.00504e+07	0.416562	0.909107	2.18241	0.000744021	1.79787e-16	-9.42985e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53278e+11	1.00621e+07	0.0007477	3	1.57164e-16
	 	 	2	0.00535101	2.5193e+11	1.00752e+07	0.000744537	4	2.2003e-15
	 	 	3	0.00142872	2.5229e+11	1.00773e+07	0.000743012	3	1.10015e-15
	 	 	4	0.00342929	2.53158e+11	1.00727e+07	0.000743809	3	-1.57164e-16
	 	 	5	0.000913641	2.5339e+11	1.00724e+07	0.000743911	3	0
	 	 	6	0.000261412	2.53456e+11	1.00725e+07	0.000743912	3	-1.10015e-15
	 	 	7	7.07015e-05	2.53474e+11	1.00725e+07	0.00074391	3	-1.72881e-15
	 	 	8	1.66445e-05	2.53478e+11	1.00725e+07	0.00074391	3	2.2003e-15
	 	 	9	3.3348e-06	2.53479e+11	1.00725e+07	0.00074391	3	6.28656e-16
	 	 	10	5.68507e-07	2.53479e+11	1.00725e+07	0.00074391	3	1.10015e-15
	 	 	11	8.27657e-08	2.53479e+11	1.00725e+07	0.00074391	3	1.88597e-15
	 	 	12	1.03451e-08	2.53479e+11	1.00725e+07	0.00074391	3	-4.71492e-16
	 	 	13	1.13524e-09	2.53479e+11	1.00725e+07	0.00074391	3	1.57164e-16
	 10	0.000285996	1.00725e+07	0.415615	0.909541	2.18842	0.00074391	-1.79787e-16	1.57164e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53342e+11	1.00835e+07	0.00074737	4	2.04313e-15
	 	 	2	0.00497427	2.52088e+11	1.00956e+07	0.000744418	4	1.72881e-15
	 	 	3	0.00133664	2.52425e+11	1.00975e+07	0.000743024	4	-7.85821e-16
	 	 	4	0.00313431	2.53219e+11	1.00934e+07	0.000743749	4	-1.10015e-15
	 	 	5	0.000835368	2.53431e+11	1.00931e+07	0.00074384	4	-1.41448e-15
	 	 	6	0.000239558	2.53491e+11	1.00932e+07	0.000743842	4	-1.41448e-15
	 	 	7	6.47168e-05	2.53508e+11	1.00932e+07	0.00074384	4	3.14328e-16
	 	 	8	1.52092e-05	2.53512e+11	1.00932e+07	0.00074384	4	-1.25731e-15
	 	 	9	3.04988e-06	2.53512e+11	1.00932e+07	0.00074384	4	-2.67179e-15
	 	 	10	5.23086e-07	2.53513e+11	1.00932e+07	0.00074384	4	-1.25731e-15
	 	 	11	7.7227e-08	2.53513e+11	1.00932e+07	0.00074384	4	1.10015e-15
	 	 	12	9.89792e-09	2.53513e+11	1.00932e+07	0.00074384	4	-1.88597e-15
	 11	0.000252682	1.00932e+07	0.414751	0.909935	2.19393	0.00074384	1.79787e-16	-1.88597e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53384e+11	1.01038e+07	0.00074718	4	1.57164e-15
	 	 	2	0.00477112	2.52181e+11	1.01153e+07	0.000744367	4	-2.51463e-15
	 	 	3	0.00126183	2.525e+11	1.01171e+07	0.000743051	4	-4.71492e-16
	 	 	4	0.00297093	2.53252e+11	1.01131e+07	0.000743741	4	2.35746e-15
	 	 	5	0.000792165	2.53453e+11	1.01129e+07	0.000743828	4	9.42985e-16
	 	 	6	0.000227022	2.5351e+11	1.01129e+07	0.000743829	4	4.71492e-15
	 	 	7	6.13727e-05	2.53526e+11	1.01129e+07	0.000743828	4	7.85821e-16
	 	 	8	1.44369e-05	2.5353e+11	1.01129e+07	0.000743827	4	-4.71492e-16
	 	 	9	2.8954e-06	2.5353e+11	1.01129e+07	0.000743827	4	-4.71492e-16
	 	 	10	4.95898e-07	2.53531e+11	1.01129e+07	0.000743827	4	-1.57164e-16
	 	 	11	7.2952e-08	2.53531e+11	1.01129e+07	0.000743827	4	5.02925e-15
	 	 	12	9.29081e-09	2.53531e+11	1.01129e+07	0.000743827	4	6.28656e-16
	 12	0.000213235	1.01129e+07	0.413936	0.910306	2.19915	0.000743827	0	6.28656e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53398e+11	1.0123e+07	0.000746875	4	4.24343e-15
	 	 	2	0.00437697	2.52294e+11	1.01337e+07	0.000744263	4	7.85821e-16
	 	 	3	0.0012035	2.52598e+11	1.01353e+07	0.000743043	4	1.88597e-15
	 	 	4	0.0027786	2.53302e+11	1.01316e+07	0.000743688	4	3.14328e-16
	 	 	5	0.000740706	2.5349e+11	1.01314e+07	0.000743769	4	-1.41448e-15
	 	 	6	0.000211936	2.53543e+11	1.01314e+07	0.000743771	4	-4.71492e-16
	 	 	7	5.72556e-05	2.53558e+11	1.01315e+07	0.000743769	4	7.85821e-16
	 	 	8	1.34628e-05	2.53561e+11	1.01315e+07	0.000743768	4	3.14328e-16
	 	 	9	2.69563e-06	2.53562e+11	1.01315e+07	0.000743768	4	1.57164e-15
	 	 	10	4.59664e-07	2.53562e+11	1.01315e+07	0.000743768	4	1.25731e-15
	 	 	11	6.70095e-08	2.53562e+11	1.01315e+07	0.000743768	4	-1.41448e-15
	 	 	12	8.39549e-09	2.53562e+11	1.01315e+07	0.000743768	4	1.72881e-15
	 13	0.000218695	1.01315e+07	0.41315	0.910663	2.2042	0.000743768	0	1.72881e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53437e+11	1.01408e+07	0.000746547	4	1.10015e-15
	 	 	2	0.00400735	2.52425e+11	1.01507e+07	0.000744138	5	-3.14328e-16
	 	 	3	0.00110544	2.52704e+11	1.01522e+07	0.000743022	4	2.98612e-15
	 	 	4	0.00256626	2.53355e+11	1.01487e+07	0.000743619	4	2.35746e-15
	 	 	5	0.000684767	2.53528e+11	1.01485e+07	0.000743697	4	-1.41448e-15
	 	 	6	0.000195615	2.53578e+11	1.01486e+07	0.000743698	4	2.2003e-15
	 	 	7	5.29276e-05	2.53591e+11	1.01486e+07	0.000743696	4	1.72881e-15
	 	 	8	1.24832e-05	2.53594e+11	1.01486e+07	0.000743696	4	-4.71492e-16
	 	 	9	2.50681e-06	2.53595e+11	1.01486e+07	0.000743696	4	-2.35746e-15
	 	 	10	4.28307e-07	2.53595e+11	1.01486e+07	0.000743696	4	-1.57164e-16
	 	 	11	6.24688e-08	2.53595e+11	1.01486e+07	0.000743696	4	0
	 	 	12	7.81551e-09	2.53595e+11	1.01486e+07	0.000743696	4	-2.67179e-15
	 14	0.000210161	1.01486e+07	0.412425	0.910992	2.20887	0.000743696	0	-2.67179e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.5348e+11	1.01573e+07	0.000746301	4	-9.42985e-16
	 	 	2	0.003761	2.52531e+11	1.01703e+07	0.000742698	5	-1.88597e-15
	 	 	3	0.00314455	2.53327e+11	1.0165e+07	0.000743524	4	7.85821e-16
	 	 	4	0.000812327	2.53533e+11	1.01645e+07	0.000743649	4	-4.71492e-16
	 	 	5	0.000232079	2.53592e+11	1.01645e+07	0.000743656	4	6.28656e-16
	 	 	6	6.49442e-05	2.53608e+11	1.01645e+07	0.000743655	4	-9.42985e-16
	 	 	7	1.60492e-05	2.53613e+11	1.01646e+07	0.000743654	4	3.61477e-15
	 	 	8	3.37728e-06	2.53613e+11	1.01646e+07	0.000743654	4	-3.14328e-16
	 	 	9	6.02868e-07	2.53614e+11	1.01646e+07	0.000743654	4	-9.42985e-16
	 	 	10	9.15945e-08	2.53614e+11	1.01646e+07	0.000743654	4	-6.28656e-16
	 	 	11	1.18938e-08	2.53614e+11	1.01646e+07	0.000743654	4	-1.57164e-15
	 	 	12	1.33998e-09	2.53614e+11	1.01646e+07	0.000743654	4	-6.28656e-16
	 15	0.000233238	1.01646e+07	0.41176	0.911292	2.21316	0.000743654	0	-6.28656e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53505e+11	1.01709e+07	0.000747078	5	3.45761e-15
	 	 	2	0.00498096	2.52249e+11	1.01828e+07	0.00074415	5	7.85821e-16
	 	 	3	0.00133644	2.52587e+11	1.01844e+07	0.00074287	5	-2.51463e-15
	 	 	4	0.00297844	2.53341e+11	1.01804e+07	0.000743562	5	-1.57164e-16
	 	 	5	0.000795141	2.53543e+11	1.01802e+07	0.000743648	5	3.14328e-16
	 	 	6	0.000228121	2.53601e+11	1.01803e+07	0.000743649	5	1.57164e-16
	 	 	7	6.16209e-05	2.53616e+11	1.01803e+07	0.000743648	5	-7.85821e-16
	 	 	8	1.4474e-05	2.5362e+11	1.01803e+07	0.000743647	5	1.72881e-15
	 	 	9	2.89882e-06	2.53621e+11	1.01803e+07	0.000743647	5	2.82895e-15
	 	 	10	4.95967e-07	2.53621e+11	1.01803e+07	0.000743647	5	0
	 	 	11	7.29144e-08	2.53621e+11	1.01803e+07	0.000743647	5	1.41448e-15
	 	 	12	9.28251e-09	2.53621e+11	1.01803e+07	0.000743647	5	-2.67179e-15
	 16	0.000127327	1.01803e+07	0.411129	0.911577	2.21725	0.000743647	0	-2.67179e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53515e+11	1.01883e+07	0.000746222	5	2.35746e-15
	 	 	2	0.00365757	2.52591e+11	1.02007e+07	0.00074275	5	2.04313e-15
	 	 	3	0.00301064	2.53354e+11	1.01956e+07	0.000743541	5	-1.10015e-15
	 	 	4	0.000772737	2.5355e+11	1.01952e+07	0.000743659	5	-2.67179e-15
	 	 	5	0.000221181	2.53606e+11	1.01952e+07	0.000743665	5	9.42985e-16
	 	 	6	6.20566e-05	2.53621e+11	1.01953e+07	0.000743663	5	1.41448e-15
	 	 	7	1.52837e-05	2.53625e+11	1.01953e+07	0.000743662	5	-1.10015e-15
	 	 	8	3.19746e-06	2.53626e+11	1.01953e+07	0.000743662	5	-1.10015e-15
	 	 	9	5.67968e-07	2.53626e+11	1.01953e+07	0.000743662	5	1.57164e-16
	 	 	10	8.61743e-08	2.53626e+11	1.01953e+07	0.000743662	5	7.85821e-16
	 	 	11	1.12435e-08	2.53626e+11	1.01953e+07	0.000743662	5	-4.71492e-16
	 	 	12	1.28292e-09	2.53626e+11	1.01953e+07	0.000743662	5	-1.88597e-15
	 17	0.000184687	1.01953e+07	0.410505	0.911858	2.22131	0.000743662	5.39361e-16	-1.88597e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53513e+11	1.02011e+07	0.000746712	5	1.57164e-15
	 	 	2	0.0044735	2.52384e+11	1.02119e+07	0.000744045	5	-1.57164e-15
	 	 	3	0.00126122	2.52703e+11	1.02133e+07	0.000742884	5	5.50074e-15
	 	 	4	0.00273981	2.53397e+11	1.02097e+07	0.00074352	5	-6.28656e-16
	 	 	5	0.000731304	2.53583e+11	1.02095e+07	0.0007436	5	6.28656e-16
	 	 	6	0.000209512	2.53636e+11	1.02095e+07	0.000743601	5	2.2003e-15
	 	 	7	5.65782e-05	2.5365e+11	1.02095e+07	0.000743599	5	-2.2003e-15
	 	 	8	1.32859e-05	2.53654e+11	1.02095e+07	0.000743599	5	-1.57164e-16
	 	 	9	2.65735e-06	2.53654e+11	1.02095e+07	0.000743599	5	-1.57164e-15
	 	 	10	4.53239e-07	2.53654e+11	1.02095e+07	0.000743599	5	0
	 	 	11	6.62665e-08	2.53655e+11	1.02095e+07	0.000743599	5	-1.10015e-15
	 	 	12	8.36759e-09	2.53655e+11	1.02095e+07	0.000743599	5	-1.10015e-15
	 18	0.000134143	1.02095e+07	0.409906	0.912128	2.22521	0.000743599	-3.59574e-16	-1.10015e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53555e+11	1.02165e+07	0.00074576	5	-3.14328e-16
	 	 	2	0.00310123	2.52772e+11	1.02272e+07	0.000742774	5	-4.08627e-15
	 	 	3	0.00262236	2.53436e+11	1.02227e+07	0.000743461	5	-1.88597e-15
	 	 	4	0.000674257	2.53607e+11	1.02224e+07	0.000743564	5	1.41448e-15
	 	 	5	0.000192465	2.53656e+11	1.02224e+07	0.000743569	5	-1.72881e-15
	 	 	6	5.39271e-05	2.5367e+11	1.02224e+07	0.000743567	5	-2.67179e-15
	 	 	7	1.32792e-05	2.53673e+11	1.02224e+07	0.000743567	5	-1.57164e-15
	 	 	8	2.77509e-06	2.53674e+11	1.02224e+07	0.000743567	5	-1.72881e-15
	 	 	9	4.90988e-07	2.53674e+11	1.02224e+07	0.000743567	5	7.85821e-16
	 	 	10	7.38208e-08	2.53674e+11	1.02224e+07	0.000743567	5	-1.57164e-16
	 	 	11	9.46745e-09	2.53674e+11	1.02224e+07	0.000743567	5	-1.41448e-15
	 19	0.000178164	1.02224e+07	0.409361	0.912373	2.22878	0.000743567	0	-1.41448e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.53579e+11	1.02274e+07	0.000746187	5	9.42985e-16
	 	 	2	0.00386048	2.52604e+11	1.02405e+07	0.000742542	6	9.42985e-16
	 	 	3	0.00314807	2.53402e+11	1.02352e+07	0.000743385	5	-2.51463e-15
	 	 	4	0.000821153	2.5361e+11	1.02346e+07	0.000743515	5	-4.71492e-16
	 	 	5	0.000236658	2.5367e+11	1.02346e+07	0.000743525	5	-2.2003e-15
	 	 	6	6.6211e-05	2.53687e+11	1.02346e+07	0.000743523	5	3.14328e-16
	 	 	7	1.64849e-05	2.53691e+11	1.02346e+07	0.000743523	5	-3.14328e-16
	 	 	8	3.52217e-06	2.53692e+11	1.02347e+07	0.000743523	5	1.57164e-16
	 	 	9	6.42457e-07	2.53692e+11	1.02347e+07	0.000743523	5	4.71492e-16
	 	 	10	1.00372e-07	2.53692e+11	1.02347e+07	0.000743523	5	-4.71492e-16
	 	 	11	1.34982e-08	2.53692e+11	1.02347e+07	0.000743523	5	1.25731e-15
	 	 	12	1.5842e-09	2.53692e+11	1.02347e+07	0.000743523	5	0
