HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L1.2_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../../Corotating_planet_grid/M1.0_fcore0.3_S4.0c/M1.0_fcore0.3_S4.0c_AM0.0/Output/M1.0_fcore0.3_S4.0c_L0_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.89596e+11	6.59137e+06	0.00048266	0	3.26607e-15
	 	 	2	0.0389807	3.74979e+11	6.55879e+06	0.00049959	0	1.95964e-15
	 	 	3	0.0301117	3.64018e+11	6.5463e+06	0.000507213	0	4.35476e-16
	 	 	4	0.0182232	3.57503e+11	6.54017e+06	0.000511071	0	-2.39512e-15
	 	 	5	0.0101343	3.53916e+11	6.53682e+06	0.000513189	0	-8.70951e-16
	 	 	6	0.00559887	3.51946e+11	6.53502e+06	0.000514337	0	-4.35476e-16
	 	 	7	0.00307945	3.50865e+11	6.53409e+06	0.000514966	0	1.08869e-15
	 	 	8	0.00173332	3.50258e+11	6.53358e+06	0.000515292	0	-1.52416e-15
	 	 	9	0.000910825	3.49939e+11	6.53323e+06	0.000515487	0	4.35476e-16
	 	 	10	0.000484956	3.4977e+11	6.53302e+06	0.000515602	0	-1.52416e-15
	 	 	11	0.000265517	3.49677e+11	6.5329e+06	0.000515668	0	3.26607e-15
	 	 	12	0.000147942	3.49625e+11	6.53283e+06	0.000515705	0	-6.53213e-16
	 	 	13	8.29511e-05	3.49596e+11	6.53279e+06	0.000515725	0	-2.17738e-16
	 	 	14	4.65598e-05	3.4958e+11	6.53277e+06	0.000515737	0	0
	 	 	15	2.6125e-05	3.49571e+11	6.53275e+06	0.000515743	0	8.70951e-16
	 	 	16	1.46538e-05	3.49566e+11	6.53275e+06	0.000515747	0	2.17738e-16
	 	 	17	8.21821e-06	3.49563e+11	6.53274e+06	0.000515749	0	-4.35476e-16
	 	 	18	4.60879e-06	3.49561e+11	6.53274e+06	0.00051575	0	-1.30643e-15
	 	 	19	2.58463e-06	3.4956e+11	6.53274e+06	0.000515751	0	-2.61285e-15
