HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L2.6_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../Earth_correct_params_S3.20c/Earth_correct_params_S3.20c_AM2.1/Output/Earth_correct_params_S3.20c_L2.1_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.17287e+11	7.65143e+06	0.000832432	0	-6.02966e-16
	 	 	2	0.150062	2.75887e+11	7.77189e+06	0.000802362	0	1.20593e-15
	 	 	3	0.0414223	2.64913e+11	7.78892e+06	0.000796655	0	1.20593e-15
	 	 	4	0.0123864	2.61672e+11	7.79099e+06	0.000795657	0	1.8089e-15
	 	 	5	0.00358607	2.60737e+11	7.79104e+06	0.000795539	0	1.00494e-15
	 	 	6	0.000925337	2.60496e+11	7.791e+06	0.000795527	0	-2.81384e-15
	 	 	7	0.00021189	2.60441e+11	7.79099e+06	0.000795527	0	2.61285e-15
	 	 	8	4.34983e-05	2.6043e+11	7.79099e+06	0.000795527	0	1.00494e-15
	 	 	9	8.14476e-06	2.60427e+11	7.79099e+06	0.000795527	0	8.03955e-16
	 	 	10	1.40619e-06	2.60427e+11	7.79099e+06	0.000795527	0	1.40692e-15
	 	 	11	2.24342e-07	2.60427e+11	7.79099e+06	0.000795527	0	1.40692e-15
	 	 	12	3.27855e-08	2.60427e+11	7.79099e+06	0.000795527	0	-1.40692e-15
	 	 	13	4.26754e-09	2.60427e+11	7.79099e+06	0.000795527	0	-1.40692e-15
	 1	0.0182563	7.79099e+06	0.659207	0.751962	1.14071	0.000795527	-1.79787e-16	-1.40692e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.44641e+11	8.14517e+06	0.000769695	0	-6.02966e-16
	 	 	2	0.0388048	2.54518e+11	8.17608e+06	0.000750984	0	-2.81384e-15
	 	 	3	0.0395457	2.64997e+11	8.1752e+06	0.000745334	0	-4.01977e-16
	 	 	4	0.0269251	2.7233e+11	8.16985e+06	0.000744237	0	6.02966e-16
	 	 	5	0.0148659	2.76439e+11	8.16718e+06	0.000743864	0	-1.40692e-15
	 	 	6	0.00750958	2.78531e+11	8.16658e+06	0.000743476	0	4.01977e-16
	 	 	7	0.00371167	2.79568e+11	8.16876e+06	0.00074217	0	-2.81384e-15
	 	 	8	0.0031343	2.80447e+11	8.16632e+06	0.000742767	0	-2.81384e-15
	 	 	9	0.0010028	2.80729e+11	8.16581e+06	0.000742935	0	-1.00494e-15
	 	 	10	0.000337478	2.80824e+11	8.16577e+06	0.000742955	0	2.21088e-15
