HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L0.9_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../../Corotating_planet_grid/M1.0_fcore0.3_S4.0c/M1.0_fcore0.3_S4.0c_AM0.0/Output/M1.0_fcore0.3_S4.0c_L0_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.89596e+11	6.59137e+06	0.000361995	0	-8.70951e-16
	 	 	2	0.00103081	3.89195e+11	6.53652e+06	0.000377225	0	1.45159e-16
	 	 	3	0.0135058	3.84008e+11	6.51556e+06	0.000384435	0	-8.70951e-16
	 	 	4	0.0117089	3.79564e+11	6.50673e+06	0.000387869	0	2.75801e-15
	 	 	5	0.0074943	3.76741e+11	6.50228e+06	0.000389612	0	-2.75801e-15
	 	 	6	0.00419897	3.75165e+11	6.49979e+06	0.000390591	0	0
	 	 	7	0.00233512	3.74291e+11	6.49863e+06	0.000391132	0	7.25793e-16
	 	 	8	0.00141582	3.73762e+11	6.49808e+06	0.000391381	0	-1.16127e-15
	 	 	9	0.000739595	3.73486e+11	6.49771e+06	0.000391529	0	-3.33865e-15
	 	 	10	0.000382644	3.73343e+11	6.49748e+06	0.000391616	0	-1.45159e-16
	 	 	11	0.000203869	3.73267e+11	6.49735e+06	0.000391665	0	-5.80634e-16
	 	 	12	0.000111509	3.73225e+11	6.49727e+06	0.000391693	0	-1.16127e-15
	 	 	13	6.17627e-05	3.73202e+11	6.49723e+06	0.000391708	0	8.70951e-16
	 	 	14	3.43435e-05	3.7319e+11	6.49721e+06	0.000391717	0	-2.46769e-15
	 	 	15	1.91088e-05	3.73182e+11	6.4972e+06	0.000391721	0	-1.01611e-15
	 	 	16	1.06305e-05	3.73178e+11	6.49719e+06	0.000391724	0	-1.16127e-15
	 	 	17	5.91289e-06	3.73176e+11	6.49719e+06	0.000391725	0	2.90317e-16
	 	 	18	3.28857e-06	3.73175e+11	6.49718e+06	0.000391726	0	1.59674e-15
	 	 	19	1.82896e-06	3.73174e+11	6.49718e+06	0.000391727	0	1.30643e-15
	 	 	20	1.01719e-06	3.73174e+11	6.49718e+06	0.000391727	0	1.45159e-16
	 	 	21	5.65718e-07	3.73174e+11	6.49718e+06	0.000391727	0	2.90317e-16
	 	 	22	3.14629e-07	3.73174e+11	6.49718e+06	0.000391727	0	5.80634e-16
	 	 	23	1.74984e-07	3.73174e+11	6.49718e+06	0.000391727	0	5.80634e-16
	 	 	24	9.73195e-08	3.73173e+11	6.49718e+06	0.000391727	0	-7.25793e-16
	 	 	25	5.41251e-08	3.73173e+11	6.49718e+06	0.000391727	0	1.45159e-15
	 	 	26	3.01026e-08	3.73173e+11	6.49718e+06	0.000391727	0	1.45159e-16
	 	 	27	1.67411e-08	3.73173e+11	6.49718e+06	0.000391727	0	-4.35476e-16
	 	 	28	9.31092e-09	3.73173e+11	6.49718e+06	0.000391727	0	-1.45159e-16
	 1	0.0257338	6.49718e+06	1	0.000284972	0.000284972	0.000391727	4.87393e-09	-1.45159e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.67158e+11	6.61939e+06	0.000378147	0	7.25793e-16
	 	 	2	0.0212568	3.75132e+11	6.60842e+06	0.000379617	0	2.90317e-16
	 	 	3	0.0072399	3.77868e+11	6.60547e+06	0.000380063	0	8.70951e-16
	 	 	4	0.0022584	3.78723e+11	6.60488e+06	0.000380162	0	7.25793e-16
	 	 	5	0.000634824	3.78964e+11	6.60475e+06	0.000380184	0	2.32254e-15
	 	 	6	0.00016481	3.79026e+11	6.60473e+06	0.000380189	0	1.45159e-15
	 	 	7	4.04836e-05	3.79041e+11	6.60472e+06	0.00038019	0	1.45159e-16
	 	 	8	9.59384e-06	3.79045e+11	6.60472e+06	0.00038019	0	-7.25793e-16
