HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L3_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../Earth_correct_params_S3.20c/Earth_correct_params_S3.20c_AM2.1/Output/Earth_correct_params_S3.20c_L2.1_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	6	1.066e-08	2.66013e+11	8.92007e+06	0.000745105	0	1.04514e-15
	 	 	7	3.71806e-09	2.66013e+11	8.92007e+06	0.000745105	0	3.4838e-16
	 19	1.63245e-06	8.92007e+06	0.487337	0.873214	1.79181	0.000745105	3.59574e-16	3.4838e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.66013e+11	8.92003e+06	0.000745105	0	3.4838e-16
	 	 	2	1.1524e-06	2.66013e+11	8.92003e+06	0.000745105	0	8.70951e-16
	 	 	3	3.83108e-07	2.66013e+11	8.92003e+06	0.000745105	0	-3.4838e-16
	 	 	4	5.34719e-08	2.66013e+11	8.92003e+06	0.000745105	0	8.70951e-16
	 	 	5	9.49539e-09	2.66013e+11	8.92003e+06	0.000745105	0	-2.61285e-15
	 20	1.2247e-06	8.92003e+06	0.487339	0.873213	1.7918	0.000745105	-1.79787e-16	-2.61285e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.66013e+11	8.92e+06	0.000745105	0	-1.21933e-15
	 	 	2	8.72124e-07	2.66013e+11	8.92e+06	0.000745105	0	1.39352e-15
	 	 	3	2.89307e-07	2.66013e+11	8.92e+06	0.000745105	0	1.7419e-16
	 	 	4	4.03628e-08	2.66013e+11	8.92e+06	0.000745105	0	-1.04514e-15
	 	 	5	7.1721e-09	2.66013e+11	8.92e+06	0.000745105	0	1.7419e-16
	 21	9.19123e-07	8.92e+06	0.48734	0.873212	1.79179	0.000745105	1.79787e-16	1.7419e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	2.66013e+11	8.91998e+06	0.000745105	0	-3.13542e-15
	 	 	2	6.61306e-07	2.66012e+11	8.91998e+06	0.000745105	0	2.96123e-15
